metroID,metroName,City,State,09WhiteCount,09BlackCount,09HispCount,09AsianCount,09OtherCount,09TotalCount,09WhitePerc,09BlackPerc,09HispPerc,09AsianPerc,09OtherPerc,09WhiteBlackDiss,09WhiteHispDiss,09WhiteAsianDiss,09BlackHispDiss,09BlackAsianDiss,09HispAsianDiss,00WhitsCount,00BlackCount,00HispCount,00AsianCount,00OtherCount,00TotalCount,00WhitePerc,00BlackPerc,00HispPerc,00AsianPerc,00OtherPerc,00WhiteBlackDiss,00WhiteHispDiss,00WhiteAsianDiss,00BlackHispDiss,00BlackAsianDiss,00HispAsianDiss,90WhitsCount,90BlackCount,90HispCount,90AsianCount,90OtherCount,90TotalCount,90WhitePerc,90BlackPerc,90HispPerc,90AsianPerc,90OtherPerc,90WhiteBlackDiss,90WhiteHispDiss,90WhiteAsianDiss,90BlackHispDiss,90BlackAsianDiss,90HispAsianDiss,80WhitsCount,80BlackCount,80HispCount,80AsianCount,80OtherCount,80TotalCount,80WhitePerc,80BlackPerc,80HispPerc,80AsianPerc,80OtherPerc,80WhiteBlackDiss,80WhiteHispDiss,80WhiteAsianDiss,80BlackHispDiss,80BlackAsianDiss,80HispAsianDiss
19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Des Moines-West Des Moines,IA,467231,22282,31550,13937,8541,543541,85.96,4.1,5.8,2.56,1.57,54.85,48.92,41.85,39.14,42.2,40.48,425970,20466,19355,11916,3687,481394,88.49,4.25,4.02,2.48,0.77,56.13,47.53,37.09,35.15,29.95,26,387589,14781,6716,6104,1156,416346,93.09,3.55,1.61,1.47,0.28,65.24,32.61,40.71,54.38,37.25,32.89,356223,13748,4991,2319,2877,380158,93.7,3.62,1.31,0.61,0.76,71.04,33.98,33.73,61.44,54.45,35.97
19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",Detroit-Livonia-Dearborn,MI,995156,812937,96998,50325,22581,1977997,50.31,41.1,4.9,2.54,1.14,83.1,62.62,60.44,83.85,85.33,79.38,1028984,880545,77207,42109,32317,2061162,49.92,42.72,3.75,2.04,1.57,85.86,54.48,45.07,81.65,80.62,63.09,1185444,845313,50502,21046,9235,2111540,56.14,40.03,2.39,1,0.44,85.57,44.48,41.31,81.05,78.71,55.85,1433033,824876,46316,14413,19119,2337757,61.3,35.28,1.98,0.62,0.82,83.02,44.62,40.23,75.15,74.1,52.36
19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",Detroit-Warren-Livonia,MI,3064203,1019450,162246,145412,61237,4452548,68.82,22.9,3.64,3.27,1.38,79.68,52.87,55.66,78.58,81.89,72.19,3110679,1035366,126918,118811,60783,4452557,69.86,23.25,2.85,2.67,1.37,84.91,46.03,45.8,78.39,80.99,58.84,3155155,936509,83134,55780,17957,4248535,74.26,22.04,1.96,1.31,0.42,87.57,40.17,43.08,80.61,82.67,53.97,3335177,884955,71604,31872,29635,4353243,76.61,20.33,1.64,0.73,0.68,87.55,41.68,40.6,77.68,81.93,52.66
20020,"Dothan, AL Metropolitan Statistical Area",Dothan,AL,101339,32488,2955,1131,1558,139471,72.66,23.29,2.12,0.81,1.12,45.05,33.44,51.13,48.82,56.82,58.02,97140,29998,1824,763,1136,130861,74.23,22.92,1.39,0.58,0.87,44.89,21.42,38.95,41.68,47.93,40.78,91715,27085,677,464,411,120352,76.21,22.5,0.56,0.39,0.34,45.19,22.21,51.35,43.45,69.08,43.16,87411,25143,924,296,413,114187,76.55,22.02,0.81,0.26,0.36,56.13,27.31,55.07,40.07,82.11,62.27
20100,"Dover, DE Metropolitan Statistical Area",Dover,DE,104317,33583,6624,3202,3606,151332,68.93,22.19,4.38,2.12,2.38,34.09,30.43,44.47,30.06,36.81,43.22,91325,27087,4069,2641,1575,126697,72.08,21.38,3.21,2.08,1.24,33.16,27.63,32.8,17.84,21.67,23.24,86071,20316,2540,1354,712,110993,77.55,18.3,2.29,1.22,0.64,28.84,26.2,34.73,17.67,26.56,17.06,77372,17581,1729,783,754,98219,78.77,17.9,1.76,0.8,0.77,27.33,22.72,40.59,27.3,39.66,30.05
20220,"Dubuque, IA Metropolitan Statistical Area",Dubuque,IA,87337,1106,1568,731,1304,92046,94.88,1.2,1.7,0.79,1.42,52.62,39.15,61.66,39.37,48.33,60.19,86020,964,1065,733,361,89143,96.5,1.08,1.19,0.82,0.4,39.41,38.05,29.82,9.5,36.01,35.3,85056,351,437,436,102,86382,98.46,0.41,0.51,0.5,0.12,44.76,29.57,42.79,27.54,34.09,33.36,92655,236,458,228,168,93745,98.84,0.25,0.49,0.24,0.18,41.31,21.97,33.68,30.68,40.59,35.69
20260,"Duluth, MN-WI Metropolitan Statistical Area",Duluth,MN,255520,3282,2931,2391,10525,274649,93.04,1.19,1.07,0.87,3.83,63.72,42.14,54.53,55.28,64.45,56.66,259302,3022,2178,2331,8653,275486,94.13,1.1,0.79,0.85,3.14,47.92,22.7,31.38,32.97,37.1,26.14,259496,1295,1251,1401,5768,269211,96.39,0.48,0.46,0.52,2.14,52.74,24.77,37.74,39.76,41.92,34.3,259884,1044,912,891,3704,266435,97.54,0.39,0.34,0.33,1.39,60.76,29.13,30.04,44.68,51.15,30.52
20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",Durham-Chapel Hill,NC,277113,130796,44751,19582,7302,479544,57.79,27.28,9.33,4.08,1.52,46.14,53.26,40,36.18,58.06,57.88,256626,124539,27801,14004,3523,426493,60.17,29.2,6.52,3.28,0.83,46.35,53.77,43.83,37.1,59.14,55.31,233626,100106,4146,5623,1124,344625,67.79,29.05,1.2,1.63,0.33,45.65,23.37,45.54,40.52,64.99,39.55,181312,77119,2228,1713,883,263255,68.87,29.29,0.85,0.65,0.34,50.39,20.82,38.38,38.9,66.87,38.13
20740,"Eau Claire, WI Metropolitan Statistical Area",Eau Claire,WI,148818,1127,1813,3395,2141,157294,94.61,0.72,1.15,2.16,1.36,61.72,30,49.47,49.78,63.49,54.74,141767,867,1168,3305,1230,148337,95.57,0.58,0.79,2.23,0.83,37.6,20.34,40.11,27.06,25.94,34.1,133679,261,611,2372,620,137543,97.19,0.19,0.44,1.72,0.45,43.1,23.27,55.23,31.92,42.31,45.57,129459,163,404,369,537,130932,98.87,0.12,0.31,0.28,0.41,50.04,19.33,29.79,42.46,38.22,28.33
20764,"Edison-New Brunswick, NJ Metropolitan Division",Edison-New Brunswick,NJ,1625938,166759,264331,227488,25565,2310081,70.38,7.22,11.44,9.85,1.11,57.49,48.34,53.93,45.56,51.13,59.73,1640197,157445,191564,169432,15231,2173869,75.45,7.24,8.81,7.79,0.7,57.68,49.12,49.61,41.58,50.32,57.63,1593670,120980,106243,72760,3798,1897451,83.99,6.38,5.6,3.83,0.2,60.13,45.07,42.21,45.25,57.41,53.51,1463699,96297,59546,21513,6392,1647447,88.85,5.85,3.61,1.31,0.39,64.77,47.07,38.98,53.63,63.48,54.37
20940,"El Centro, CA Metropolitan Statistical Area",El Centro,CA,26646,5408,121781,3169,3030,160034,16.65,3.38,76.1,1.98,1.89,58.14,39.49,32.48,61.76,55.5,36.61,28768,5345,102817,2883,2548,142361,20.21,3.75,72.22,2.03,1.79,55.22,43.45,40.26,57.13,65.66,35.54,31742,2272,71935,1632,1722,109303,29.04,2.08,65.81,1.49,1.58,43.19,45.38,38.1,39.36,51.28,32.16,35411,2188,51384,1353,1774,92110,38.44,2.38,55.79,1.47,1.93,54.2,45.85,37.77,43.94,54.55,31.11
21060,"Elizabethtown, KY Metropolitan Statistical Area",Elizabethtown,KY,91662,11422,4020,2267,2321,111692,82.07,10.23,3.6,2.03,2.08,44.58,44.67,45.79,35.53,31.4,41.66,88349,12299,3299,2453,1147,107547,82.15,11.44,3.07,2.28,1.07,49.26,45.39,36.72,18.1,20.65,24.58,85938,10238,2561,1746,436,100919,85.16,10.14,2.54,1.73,0.43,47.27,47.96,36.48,17.54,25.09,32.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21140,"Elkhart-Goshen, IN Metropolitan Statistical Area",Elkhart-Goshen,IN,153686,10319,27687,2637,3522,197851,77.68,5.22,13.99,1.33,1.78,51.85,38.8,48.52,32.51,56.28,40.88,152421,10427,16300,2146,1497,182791,83.39,5.7,8.92,1.17,0.82,54.67,44.34,21.5,36.75,49.3,38.04,144701,7046,2932,981,538,156198,92.64,4.51,1.88,0.63,0.34,62.84,32.32,22.8,54.86,61.38,37.4,128878,5730,1719,477,526,137330,93.85,4.17,1.25,0.35,0.38,70.88,26.77,25.62,65.81,71.93,36.12
21300,"Elmira, NY Metropolitan Statistical Area",Elmira,NY,78569,5066,1893,915,1718,88161,89.12,5.75,2.15,1.04,1.95,51.25,45.4,41.23,44.57,62.24,59.92,82131,5856,1609,865,609,91070,90.18,6.43,1.77,0.95,0.67,50.83,43.18,32.52,22.33,60.13,54.07,87800,4913,1441,649,392,95195,92.23,5.16,1.51,0.68,0.41,54.66,50.85,36.79,31.96,63.01,61.19,92196,3883,868,380,329,97656,94.41,3.98,0.89,0.39,0.34,59.17,43.54,30.37,36.49,62.57,54.49
21340,"El Paso, TX Metropolitan Statistical Area",El Paso,TX,101747,19076,593297,8036,7240,729396,13.95,2.62,81.34,1.1,0.99,37.7,43.78,35.21,46.11,45.13,56.08,115535,20085,531654,8015,4333,679622,17,2.96,78.23,1.18,0.64,35.72,45.19,20.61,49.43,30.43,51.58,151313,20525,411619,5820,2333,591610,25.58,3.47,69.58,0.98,0.39,37.49,49.73,23.84,55.87,28.62,57.42,157842,17590,297001,3670,3796,479899,32.89,3.67,61.89,0.76,0.79,42.69,53.79,29.87,58.98,28.28,63.41
21500,"Erie, PA Metropolitan Statistical Area",Erie,PA,247756,17408,7871,2230,4456,279721,88.57,6.22,2.81,0.8,1.59,67.45,43.77,50.77,45.99,55.55,46.18,252258,18422,6126,2406,1631,280843,89.82,6.56,2.18,0.86,0.58,64.2,49.38,33.98,25.56,54.11,45,256177,14008,3364,1374,649,275572,92.96,5.08,1.22,0.5,0.24,64.52,49.37,36.81,28.11,62.19,53.18,263665,12293,2049,938,791,279736,94.25,4.39,0.73,0.34,0.28,64.48,36.97,29.42,41.25,63.04,44.17
21660,"Eugene-Springfield, OR Metropolitan Statistical Area",Eugene-Springfield,OR,296353,3412,21054,9721,13234,343774,86.21,0.99,6.12,2.83,3.85,56.05,30.74,47.08,60.48,46.42,53.63,286075,3887,14874,9489,8634,322959,88.58,1.2,4.61,2.94,2.67,28.34,21.94,30.99,23.47,24.79,35.1,265391,2040,6852,5419,3210,282912,93.81,0.72,2.42,1.92,1.13,32.23,16.98,36.44,24.11,29.46,33.98,261505,1566,5581,2790,3784,275226,95.01,0.57,2.03,1.01,1.37,38.64,16.19,36.37,37.56,25.45,37.53
21780,"Evansville, IN-KY Metropolitan Statistical Area",Evansville,IN,316452,20501,4946,2832,5059,349790,90.47,5.86,1.41,0.81,1.45,56.84,48.74,56.05,55.45,74.19,67.93,314729,20620,3067,2570,1829,342815,91.81,6.01,0.89,0.75,0.53,55.28,26.88,34.98,45.3,57.48,31.76,304010,17419,1482,1321,626,324858,93.58,5.36,0.46,0.41,0.19,59.42,20.02,34.41,57.41,62.69,31.96,290368,16001,1417,907,715,309408,93.85,5.17,0.46,0.29,0.23,65.21,20.32,35.75,56.5,66.75,36.6
21820,"Fairbanks, AK Metropolitan Statistical Area",Fairbanks,AK,71482,5767,6186,2425,10983,96843,73.81,5.95,6.39,2.5,11.34,51.31,27.25,34.99,34.26,50.23,37.59,62942,5533,3440,2823,8102,82840,75.98,6.68,4.15,3.41,9.78,41.08,26.54,20.73,16.68,29.45,18.72,62201,5395,2899,1913,5312,77720,80.03,6.94,3.73,2.46,6.83,45.4,26.91,23.83,19.94,29.24,16.63,45221,2953,1546,789,3474,53983,83.77,5.47,2.86,1.46,6.44,47,23.26,27.9,26.05,39.28,24.68
22020,"Fargo, ND-MN Metropolitan Statistical Area",Fargo,ND,176294,3163,5134,3092,5022,192705,91.48,1.64,2.66,1.6,2.61,48.05,33.54,41.77,48.99,48.95,49.98,163593,1732,3390,2589,3063,174367,93.82,0.99,1.94,1.48,1.76,33.21,32.84,31.22,38.55,24.97,36.79,148097,438,1879,1367,1515,153296,96.61,0.29,1.23,0.89,0.99,30.7,35.77,36.89,36.82,25.96,44.73,134732,286,999,547,1010,137574,97.93,0.21,0.73,0.4,0.73,43.89,24.95,25.36,42.59,35.13,29.6
22140,"Farmington, NM Metropolitan Statistical Area",Farmington,NM,52493,1003,21645,670,46659,122470,42.86,0.82,17.67,0.55,38.1,47.42,22.97,51.51,39.87,61.02,58.43,52922,669,17057,505,42648,113801,46.5,0.59,14.99,0.44,37.48,28.37,22.33,16.8,27.77,25.63,27.85,45813,402,12009,183,33198,91605,50.01,0.44,13.11,0.2,36.24,34.04,21.18,21.73,30.83,34.02,33.74,44464,327,9602,147,26893,81433,54.6,0.4,11.79,0.18,33.02,39.8,19.97,28.09,41.75,20.41,39.19
22180,"Fayetteville, NC Metropolitan Statistical Area",Fayetteville,NC,177438,127232,23600,7077,16379,351726,50.45,36.17,6.71,2.01,4.66,32.07,28.71,32.52,27.75,34.39,35.65,173292,120358,23334,8745,10880,336609,51.48,35.76,6.93,2.6,3.23,31.13,28.83,29.92,25.74,28.26,18.51,174613,96056,13516,5573,7664,297422,58.71,32.3,4.54,1.87,2.58,31.83,31.57,32.72,35.64,38.8,17.68,154639,74800,9120,3769,4832,247160,62.57,30.26,3.69,1.52,1.96,36.52,35.74,31.65,38.25,41.03,24.65
22220,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",Fayetteville-Springdale-Rogers,AR,348419,9196,58448,8971,16618,441652,78.89,2.08,13.23,2.03,3.76,49.39,47.4,43.01,65.3,49.43,49.86,298272,4712,28867,6079,9115,347045,85.95,1.36,8.32,1.75,2.63,51.86,45.69,40.76,64.72,41.19,41.84,229466,1781,3117,1521,3579,239464,95.82,0.74,1.3,0.64,1.49,68.28,19.07,41.16,67.06,48.77,34.51,172770,1520,1484,722,2113,178609,96.73,0.85,0.83,0.4,1.18,68.79,14.04,39.01,63.68,39.54,36.42
22380,"Flagstaff, AZ Metropolitan Statistical Area",Flagstaff,AZ,69207,1464,15889,1566,39186,127312,54.36,1.15,12.48,1.23,30.78,60.05,31.85,40.46,40.49,56.3,37.98,66969,1456,12727,1348,33820,116320,57.57,1.25,10.94,1.16,29.07,33.65,33.81,21.53,19.8,28.84,29.18,56938,1339,9696,821,27797,96591,58.95,1.39,10.04,0.85,28.78,37.7,31.84,28.37,25.08,39.31,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22420,"Flint, MI Metropolitan Statistical Area",Flint,MI,322978,85674,10883,4487,8698,432720,74.64,19.8,2.52,1.04,2.01,73.71,34.62,59.57,64.63,78.73,59.17,323136,92179,10152,4482,6192,436141,74.09,21.14,2.33,1.03,1.42,76.6,26.96,35.09,64.06,76.52,41.76,331833,83707,8877,2824,3218,430459,77.09,19.45,2.06,0.66,0.75,81.24,31.45,38.04,66.2,81.55,47.01,359214,78200,7649,1863,3523,450449,79.75,17.36,1.7,0.41,0.78,84.53,36.34,38.81,63.9,83.43,48.9
22500,"Florence, SC Metropolitan Statistical Area",Florence,SC,111229,81285,3010,1502,1898,198924,55.92,40.86,1.51,0.76,0.95,36.91,37.5,60.72,46.36,67.71,65.19,111377,77674,2041,1210,853,193155,57.66,40.21,1.06,0.63,0.44,39.34,23.89,37.65,33.55,57.1,43.34,106046,68843,719,345,242,176195,60.19,39.07,0.41,0.2,0.14,44.66,22.01,43.27,38.71,67.72,44.08,68176,40793,864,137,193,110163,61.89,37.03,0.78,0.12,0.18,51.98,39.83,36.86,22.54,66.09,53.9
22520,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",Florence-Muscle Shoals,AL,120628,17797,2285,628,1758,143096,84.3,12.44,1.6,0.44,1.23,42.63,35.83,55.65,49.68,57.16,61.29,121710,18047,1512,567,1114,142950,85.14,12.62,1.06,0.4,0.78,42.88,23.38,37.38,35.51,50.44,35.76,114011,16222,500,286,308,131327,86.81,12.35,0.38,0.22,0.23,43.51,19.61,36.96,45.93,51.47,29.42,117011,16824,800,201,229,135065,86.63,12.46,0.59,0.15,0.17,47.33,17.68,37.19,39.6,63.82,43.68
22540,"Fond du Lac, WI Metropolitan Statistical Area",Fond du Lac,WI,92580,1030,3331,762,1633,99336,93.2,1.04,3.35,0.77,1.64,52.13,29.87,52.14,40.84,45.37,49.08,92528,1037,1987,1031,713,97296,95.1,1.07,2.04,1.06,0.73,46.67,22.7,35.92,39.99,39.4,18.33,88157,251,937,435,303,90083,97.86,0.28,1.04,0.48,0.34,43.73,26.6,34.52,44.73,42.29,28.43,87697,124,752,132,259,88964,98.58,0.14,0.85,0.15,0.29,55.75,25.92,34.61,58.94,58.21,42.49
22660,"Fort Collins-Loveland, CO Metropolitan Statistical Area",Fort Collins-Loveland,CO,244722,2048,28282,5218,6708,286978,85.28,0.71,9.86,1.82,2.34,47.59,27.68,38.45,46.17,51.03,49.34,220159,2179,20811,5166,3179,251494,87.54,0.87,8.27,2.05,1.26,26.61,20.14,28.16,28.52,16.74,34.87,169213,1043,12227,2679,974,186136,90.91,0.56,6.57,1.44,0.52,36.02,21.78,33.75,36.97,20.07,42.13,137352,603,8750,1240,1239,149184,92.07,0.4,5.87,0.83,0.83,33.7,25.29,26.29,41.98,19.74,38.34
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",Fort Lauderdale-Pompano Beach-Deerfield Beach,FL,848538,427207,407659,54049,27323,1764776,48.08,24.21,23.1,3.06,1.55,59.48,32.94,39.17,50.87,57.98,30.81,946861,349766,272140,42985,17358,1629110,58.12,21.47,16.7,2.64,1.07,61.46,31.03,27.31,52.27,54.6,20.84,946264,186795,108843,16468,3647,1262017,74.98,14.8,8.62,1.3,0.29,68.96,25.91,22.88,61.01,65.12,20.06,858280,111234,40293,4712,3491,1018010,84.31,10.93,3.96,0.46,0.34,83.76,26.22,25.61,74.65,80.56,26
22900,"Fort Smith, AR-OK Metropolitan Statistical Area",Fort Smith,AR,224006,10813,21216,5990,26443,288468,77.65,3.75,7.35,2.08,9.17,57.44,49.34,58.51,34.51,43.13,40.02,221255,10354,12405,5660,23496,273170,81,3.79,4.54,2.07,8.6,51.55,46.43,52.84,27.16,36.41,33.14,205543,7883,2718,3776,14158,234078,87.81,3.37,1.16,1.61,6.05,57.68,16.95,58.97,47.88,43.51,46.96,183611,7087,1669,1372,9772,203511,90.22,3.48,0.82,0.67,4.8,59.2,16.61,47.17,52.58,58.32,39.16
23060,"Fort Wayne, IN Metropolitan Statistical Area",Fort Wayne,IN,332131,41174,21536,7197,6832,408870,81.23,10.07,5.27,1.76,1.67,65.39,52.44,51.67,37.25,65.11,55.84,326656,39771,14550,5798,3381,390156,83.72,10.19,3.73,1.49,0.87,68.7,46.4,37.18,41.02,62.01,43.76,314221,30083,6209,2620,1302,354435,88.65,8.49,1.75,0.74,0.37,73.09,38.18,36.13,51.14,64.12,38.79,285762,26135,4954,1266,1619,319736,89.37,8.17,1.55,0.4,0.51,74.97,38.74,39.39,51.6,69.37,48.06
23104,"Fort Worth-Arlington, TX Metropolitan Division",Fort Worth-Arlington,TX,1189092,245081,474290,74875,37621,2020959,58.84,12.13,23.47,3.7,1.86,57.1,46.89,47.9,46.45,47.06,51.93,1121684,194501,312124,62099,19910,1710318,65.58,11.37,18.25,3.63,1.16,59.55,47.66,41.38,49.21,49.4,49.45,1035996,141708,152696,29371,6961,1366732,75.8,10.37,11.17,2.15,0.51,62.19,44.65,41.05,54.61,60.96,52.13,810034,102989,73074,6498,7118,999713,81.03,10.3,7.31,0.65,0.71,78.14,47.61,36.16,68.93,80.08,56.58
23420,"Fresno, CA Metropolitan Statistical Area",Fresno,CA,317043,45341,428139,79753,20474,890750,35.59,5.09,48.07,8.95,2.3,52.07,46.74,36.7,46.31,41.19,42.25,317522,43452,351636,70888,15909,799407,39.72,5.44,43.99,8.87,1.99,51.7,46.89,36.11,43.8,35.62,38.66,338595,31311,236634,54110,6840,667490,50.73,4.69,35.45,8.11,1.02,52.46,47.82,43.52,49.43,44.96,42.53,316895,24557,150790,13548,8831,514621,61.58,4.77,29.3,2.63,1.72,62.68,46.47,25.68,56.35,62.36,40.72
23460,"Gadsden, AL Metropolitan Statistical Area",Gadsden,AL,83206,15162,3021,569,1192,103150,80.67,14.7,2.93,0.55,1.16,70.2,53.37,56.05,53.86,72.04,68.9,84919,15376,1763,576,825,103459,82.08,14.86,1.7,0.56,0.8,69.27,39.85,45.44,42.77,56.11,43.34,85078,13782,331,401,248,99840,85.21,13.8,0.33,0.4,0.25,69.85,30.79,59.3,58.78,65.72,55.12,88441,13719,523,149,225,103057,85.82,13.31,0.51,0.14,0.22,69.65,27.51,43.1,53.74,63.31,44.48
23540,"Gainesville, FL Metropolitan Statistical Area",Gainesville,FL,174094,47492,18015,11026,5134,255761,68.07,18.57,7.04,4.31,2.01,41.56,24.7,38.05,42.92,61.59,36.79,164629,44009,12897,8708,2149,232392,70.84,18.94,5.55,3.75,0.92,41.11,22.59,34.16,45.24,61.78,20.2,144346,34927,6929,4483,578,191263,75.47,18.26,3.62,2.34,0.3,39.19,22.18,38.16,53.08,65.8,26.76,115429,28518,4907,1554,940,151348,76.27,18.84,3.24,1.03,0.62,48.62,22.74,31.22,60.3,72.64,22.27
23580,"Gainesville, GA Metropolitan Statistical Area",Gainesville,GA,115371,11492,45961,3055,1806,177685,64.93,6.47,25.87,1.72,1.02,45.75,51.29,38.73,30.67,46.33,40.5,98942,10191,27242,2038,864,139277,71.04,7.32,19.56,1.46,0.62,52.48,49.17,40.87,40.23,40.47,22.16,81860,8173,4558,609,228,95428,85.78,8.56,4.78,0.64,0.24,59.98,49.22,35.52,55.81,53.55,26.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23844,"Gary, IN Metropolitan Division",Gary,IN,467058,130232,83961,7791,8405,697447,66.97,18.67,12.04,1.12,1.21,79.58,46.63,45.99,66.84,84.3,61.15,471679,125254,67362,6658,5018,675971,69.78,18.53,9.97,0.98,0.74,84.6,48.47,33.01,70.6,81.47,54.61,473275,115901,48873,3612,1341,643002,73.6,18.02,7.6,0.56,0.21,90.19,51.87,35.7,73.64,87.75,59.11,465732,125340,46618,2475,2506,642671,72.47,19.5,7.25,0.39,0.39,90.79,55.98,29.6,69.37,85.51,58.63
24020,"Glens Falls, NY Metropolitan Statistical Area",Glens Falls,NY,121065,2313,2514,854,1483,128229,94.41,1.8,1.96,0.67,1.16,71.27,44.37,49.98,49.94,80.02,59.4,118654,2310,1895,705,781,124345,95.42,1.86,1.52,0.57,0.63,62.43,39.61,21.72,24.11,62.44,43.6,114156,2011,1789,376,207,118539,96.3,1.7,1.51,0.32,0.17,75.15,51.48,28.46,26.56,77.82,58.52,107150,1130,969,196,204,109649,97.72,1.03,0.88,0.18,0.19,76.68,40.14,34.14,41.66,78.32,54.83
24140,"Goldsboro, NC Metropolitan Statistical Area",Goldsboro,NC,66067,36735,7774,882,1832,113290,58.32,32.43,6.86,0.78,1.62,41.42,37.97,46.31,49.17,49.98,61.53,67756,37815,5604,1376,778,113329,59.79,33.37,4.94,1.21,0.69,40.04,31.16,31.46,42.82,40.8,42.34,68529,33683,1356,815,283,104666,65.47,32.18,1.3,0.78,0.27,38.55,24.72,38.42,40.98,45.17,27.8,63958,31318,1006,388,384,97054,65.9,32.27,1.04,0.4,0.4,37.29,25.29,36.86,33.76,52.59,25.8
24220,"Grand Forks, ND-MN Metropolitan Statistical Area",Grand Forks,ND,88049,1250,3617,803,3547,97266,90.52,1.29,3.72,0.83,3.65,50.52,41.85,47.79,50.47,54.1,53.16,89795,1247,2861,1066,2509,97478,92.12,1.28,2.94,1.09,2.57,40.96,38.49,32.38,44.62,27.54,44.58,96952,1466,2199,938,1626,103181,93.96,1.42,2.13,0.91,1.58,58.1,37.47,42.13,55.48,43.21,50.8,96393,1181,1513,554,1303,100944,95.49,1.17,1.5,0.55,1.29,62.46,29.73,35.75,47.95,41.75,34.15
24300,"Grand Junction, CO Metropolitan Statistical Area",Grand Junction,CO,116441,828,16450,845,3315,137879,84.45,0.6,11.93,0.61,2.4,60.19,24.72,46.41,61.48,62.35,54.65,101110,687,11651,1023,1784,116255,86.97,0.59,10.02,0.88,1.53,25.52,22.39,13.86,17.79,31.39,29.15,84035,368,7563,571,608,93145,90.22,0.4,8.12,0.61,0.65,34.64,20.39,23.84,27.91,24.61,27.88,74621,201,5743,316,649,81530,91.53,0.25,7.04,0.39,0.8,34.15,22.7,23.3,30.09,23.27,23.02
24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",Grand Rapids-Wyoming,MI,627421,57122,60529,13373,14982,773427,81.12,7.39,7.83,1.73,1.94,66.73,56.93,51.54,51.7,59.73,58.48,616214,58305,44570,13076,8317,740482,83.22,7.87,6.02,1.77,1.12,64.51,52.69,40.53,52.1,52.25,49.4,576375,42954,17349,5586,3650,645914,89.23,6.65,2.69,0.86,0.57,72.72,42.44,34.32,60.07,60.8,41.21,493310,32744,10068,2460,3520,542102,91,6.04,1.86,0.45,0.65,75.96,42.55,31.57,63.57,65.1,42.22
24500,"Great Falls, MT Metropolitan Statistical Area",Great Falls,MT,71970,1209,2686,403,5644,81912,87.86,1.48,3.28,0.49,6.89,72.74,35.05,65.99,49.33,73.95,59.39,71880,1151,1949,1065,4312,80357,89.45,1.43,2.43,1.33,5.37,37.47,27.04,21.57,18.67,21.96,15.21,71569,1018,1398,751,2955,77691,92.12,1.31,1.8,0.97,3.8,45.64,28.19,32.66,32.04,22.56,22.33,75241,941,1336,438,2740,80696,93.24,1.17,1.66,0.54,3.4,56.74,28.31,30.97,32.75,37.48,14.03
24540,"Greeley, CO Metropolitan Statistical Area",Greeley,CO,166542,1268,66073,2998,4340,241221,69.04,0.53,27.39,1.24,1.8,55.71,36.51,33.95,58.76,62.04,48.93,126573,1111,48935,2256,2061,180936,69.95,0.61,27.05,1.25,1.14,31.26,33.86,23.75,34.51,20.2,38.15,101977,509,27502,1063,770,131821,77.36,0.39,20.86,0.81,0.58,33.78,32.26,22.52,43.52,26.04,35.97,100111,568,21017,744,998,123438,81.1,0.46,17.03,0.6,0.81,42.36,29.28,27.84,51.12,44.19,37.7
24580,"Green Bay, WI Metropolitan Statistical Area",Green Bay,WI,265330,4330,15304,6229,9364,300557,88.28,1.44,5.09,2.07,3.12,54.36,53.43,43.17,51.77,53.24,46.07,257772,3485,9091,5651,6600,282599,91.21,1.23,3.22,2,2.34,44.74,53.79,46.08,38.25,30.55,29.58,234454,1034,1686,2547,3977,243698,96.21,0.42,0.69,1.05,1.63,48.84,33.51,56.34,43.83,53.13,32.14,170605,497,906,558,2714,175280,97.33,0.28,0.52,0.32,1.55,54.07,26.84,30.96,52.2,53.85,30.68
24660,"Greensboro-High Point, NC Metropolitan Statistical Area",Greensboro-High Point,NC,452484,169929,46170,17263,9645,695491,65.06,24.43,6.64,2.48,1.39,52.58,43.33,54.94,42.66,52.03,51.06,447120,150446,27456,12959,5449,643430,69.49,23.38,4.27,2.01,0.85,53.59,44.39,46.7,43.3,50.21,44.98,414153,115124,4241,4164,2348,540030,76.69,21.32,0.79,0.77,0.43,54.29,24.32,43.32,47.51,58.97,33.99,383877,101388,3531,1267,2245,492308,77.97,20.59,0.72,0.26,0.46,58.5,26.71,42.96,44.98,67.35,45.66
