metroID,metroName,City,State,09WhiteCount,09BlackCount,09HispCount,09AsianCount,09OtherCount,09TotalCount,09WhitePerc,09BlackPerc,09HispPerc,09AsianPerc,09OtherPerc,09WhiteBlackDiss,09WhiteHispDiss,09WhiteAsianDiss,09BlackHispDiss,09BlackAsianDiss,09HispAsianDiss,00WhitsCount,00BlackCount,00HispCount,00AsianCount,00OtherCount,00TotalCount,00WhitePerc,00BlackPerc,00HispPerc,00AsianPerc,00OtherPerc,00WhiteBlackDiss,00WhiteHispDiss,00WhiteAsianDiss,00BlackHispDiss,00BlackAsianDiss,00HispAsianDiss,90WhitsCount,90BlackCount,90HispCount,90AsianCount,90OtherCount,90TotalCount,90WhitePerc,90BlackPerc,90HispPerc,90AsianPerc,90OtherPerc,90WhiteBlackDiss,90WhiteHispDiss,90WhiteAsianDiss,90BlackHispDiss,90BlackAsianDiss,90HispAsianDiss,80WhitsCount,80BlackCount,80HispCount,80AsianCount,80OtherCount,80TotalCount,80WhitePerc,80BlackPerc,80HispPerc,80AsianPerc,80OtherPerc,80WhiteBlackDiss,80WhiteHispDiss,80WhiteAsianDiss,80BlackHispDiss,80BlackAsianDiss,80HispAsianDiss
10180,"Abilene, TX Metropolitan Statistical Area",Abilene,TX,111007,10649,31849,2048,3557,159110,69.77,6.69,20.02,1.29,2.24,49.66,37.64,44.96,32.64,56.42,54.4,117573,11302,27486,2280,1604,160245,73.37,7.05,17.15,1.42,1,45.2,39.17,30.11,34.54,41.35,46.28,117214,7989,20786,1404,611,148004,79.2,5.4,14.04,0.95,0.41,43.94,41.12,32.06,35.87,37.24,50.11,114111,7350,16106,791,834,139192,81.98,5.28,11.57,0.57,0.6,50.87,39.92,28.59,44.12,44.4,43.51
10420,"Akron, OH Metropolitan Statistical Area",Akron,OH,586633,82853,8233,12249,10254,700222,83.78,11.83,1.18,1.75,1.46,62.67,45.77,47.81,57.58,64.07,58.37,593445,80180,5874,10403,5058,694960,85.39,11.54,0.85,1.5,0.73,64.81,25.71,36.49,46.66,56.84,28,581228,64713,3815,6081,1738,657575,88.39,9.84,0.58,0.92,0.26,68.95,22.43,39.75,57.06,66,36.49,591572,59947,3500,2936,2373,660328,89.59,9.08,0.53,0.44,0.36,73.59,23.69,34.8,59.15,76.87,38.43
10500,"Albany, GA Metropolitan Statistical Area",Albany,GA,76720,81567,2479,1441,1509,163716,46.86,49.82,1.51,0.88,0.92,53.51,49.93,51,59.57,70.25,55.91,76986,76959,2079,1033,776,157833,48.78,48.76,1.32,0.65,0.49,54.3,31.71,28.05,36.76,56.64,36.4,78946,65559,1211,510,348,146574,53.86,44.73,0.83,0.35,0.24,55.85,33.33,33.86,45.28,58.88,34.79,65135,45280,1235,372,380,112402,57.95,40.28,1.1,0.33,0.34,67.5,46.18,28.49,35.25,64.99,37.01
10580,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",Albany-Schenectady-Troy,NY,724844,57421,27989,23934,17974,852162,85.06,6.74,3.28,2.81,2.11,64.03,41.35,47.96,38.58,61.92,49.55,725965,55506,20365,18167,5872,825875,87.9,6.72,2.47,2.2,0.71,60.72,37.87,40.49,28.8,53.28,38.11,747189,37725,12153,10252,2124,809443,92.31,4.66,1.5,1.27,0.26,61.55,32.05,40.93,39.86,57.88,36.29,699032,28561,6511,4673,2700,741477,94.28,3.85,0.88,0.63,0.36,63.68,27.57,41.61,47.76,62.4,39.5
10740,"Albuquerque, NM Metropolitan Statistical Area",Albuquerque,NM,364322,21906,370025,15887,59033,831173,43.83,2.64,44.52,1.91,7.1,43.53,36.82,39.9,41.52,49.65,54.64,349963,18817,302656,14873,43340,729649,47.96,2.58,41.48,2.04,5.94,30.66,39.75,24.85,33.85,26.56,47.68,327238,13188,222307,7306,29377,599416,54.59,2.2,37.09,1.22,4.9,38.02,40.5,25.66,40.46,31.64,51.19,254087,9618,164200,3309,23285,454499,55.9,2.12,36.13,0.73,5.12,40.23,45,31.45,44.51,31.87,54.42
10780,"Alexandria, LA Metropolitan Statistical Area",Alexandria,LA,101189,43646,3219,1276,2583,151913,66.61,28.73,2.12,0.84,1.7,62.56,32.84,47.09,66.46,54.8,55.82,98918,40971,1952,1324,1870,145035,68.2,28.25,1.35,0.91,1.29,62.03,24.85,42.82,54.92,54.33,42.22,106671,39188,1679,908,636,149082,71.55,26.29,1.13,0.61,0.43,58.81,18.76,42.91,51.85,63.63,31.86,110129,38813,1781,550,712,151985,72.46,25.54,1.17,0.36,0.47,64.2,25.71,39.77,49.19,66.3,29.45
10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Allentown-Bethlehem-Easton,PA,657056,30093,87171,18774,10016,803110,81.81,3.75,10.85,2.34,1.25,54.32,56.62,43.01,34.98,56.06,62.05,646834,21669,54358,13265,4269,740395,87.36,2.93,7.34,1.79,0.58,50.43,59.98,35.7,28.74,40.72,49.88,637155,12428,28885,7116,1104,686688,92.79,1.81,4.21,1.04,0.16,53.63,58.2,37.6,34.38,47.48,53.9,606640,8774,15379,3001,1687,635481,95.46,1.38,2.42,0.47,0.27,58.75,56.18,36.06,38.55,56.1,59.59
11020,"Altoona, PA Metropolitan Statistical Area",Altoona,PA,121488,1839,920,657,1080,125984,96.43,1.46,0.73,0.52,0.86,48.83,41.96,67.62,52.86,70.7,76.54,125641,1804,662,621,416,129144,97.29,1.4,0.51,0.48,0.32,47.77,26.32,28.3,33.24,50.03,33.07,128525,1056,431,372,158,130542,98.45,0.81,0.33,0.28,0.12,51.34,28.17,38.53,49.39,53.06,33.59,134844,952,405,231,189,136621,98.7,0.7,0.3,0.17,0.14,56.78,20.73,26.73,57.5,55.33,35.2
11100,"Amarillo, TX Metropolitan Statistical Area",Amarillo,TX,161163,13926,56847,4941,4982,241859,66.64,5.76,23.5,2.04,2.06,64.37,47.2,56.35,47.12,72.45,58.69,162808,13304,43213,4357,2840,226522,71.87,5.87,19.08,1.92,1.25,63.29,46.83,53.16,45.51,60.97,52.68,156350,9553,25799,3071,1371,196144,79.71,4.87,13.15,1.57,0.7,63.67,44.92,63.58,53.35,60.89,58.49,147075,8443,14897,1526,1758,173699,84.67,4.86,8.58,0.88,1.01,72.88,41.79,47.89,68.19,64.93,48.21
11180,"Ames, IA Metropolitan Statistical Area",Ames,IA,75340,1789,1787,4773,1091,84780,88.87,2.11,2.11,5.63,1.29,48.63,25.84,42.21,54.19,42.38,47.59,72221,1655,1238,4447,420,79981,90.3,2.07,1.55,5.56,0.53,32.98,22.31,39.27,16.62,23.9,22.34,68666,1170,840,3433,143,74252,92.48,1.58,1.13,4.62,0.19,43.19,37.02,44.5,16.43,28.56,22.15,69023,782,617,1228,676,72326,95.43,1.08,0.85,1.7,0.93,41.59,31.78,43.48,16.88,18.65,24.33
11260,"Anchorage, AK Metropolitan Statistical Area",Anchorage,AK,253204,18574,25664,20405,44641,362488,69.85,5.12,7.08,5.63,12.32,51.58,34,44.59,33.14,40.22,27.5,233157,18234,16284,21298,30632,319605,72.95,5.71,5.1,6.66,9.58,42.35,28.98,35.42,22.71,27.54,18.09,214615,14420,10010,10704,16267,266016,80.68,5.42,3.76,4.02,6.12,39.43,23.77,31.1,21.68,36.89,24.67,145808,9112,5217,3871,10357,174365,83.62,5.23,2.99,2.22,5.94,39.01,22.31,18.77,24.14,31.83,17.28
11300,"Anderson, IN Metropolitan Statistical Area",Anderson,IN,114536,9936,3058,579,2906,131015,87.42,7.58,2.33,0.44,2.22,61.71,43.61,64,48.28,80.28,74.92,118874,11006,1993,622,863,133358,89.14,8.25,1.49,0.47,0.65,57.67,27.94,24.17,48.48,59.31,37.57,119207,9823,885,407,347,130669,91.23,7.52,0.68,0.31,0.27,74.07,25.79,30.63,65.26,77.42,37.68,128345,9586,789,286,330,139336,92.11,6.88,0.57,0.21,0.24,77.03,25.9,30.02,70.96,75.61,40.25
11340,"Anderson, SC Metropolitan Statistical Area",Anderson,SC,143062,29277,3640,1134,2801,179914,79.52,16.27,2.02,0.63,1.56,42.72,32.09,59.37,42.67,68.58,64.29,134151,27920,1832,948,889,165740,80.94,16.85,1.11,0.57,0.54,40.79,21.94,31.4,40.36,52.28,32.67,120013,24097,559,334,193,145196,82.66,16.6,0.38,0.23,0.13,42.64,20.65,27.76,42.83,51.84,32.58,109320,22625,825,246,219,133235,82.05,16.98,0.62,0.18,0.16,40.74,23.44,40.17,23.19,55.18,44.62
11460,"Ann Arbor, MI Metropolitan Statistical Area",Ann Arbor,MI,256585,42419,11597,26953,8453,346007,74.16,12.26,3.35,7.79,2.44,55.14,36.46,48.79,47.03,64.97,53.29,245033,42450,8839,22443,4130,322895,75.89,13.15,2.74,6.95,1.28,51.3,27.07,49.32,38.4,56.14,36.97,232938,31334,5731,11598,1336,282937,82.33,11.07,2.03,4.1,0.47,49.49,26.13,45.22,44.14,54.79,33.96,224512,28118,4055,5511,2552,264748,84.8,10.62,1.53,2.08,0.96,48.89,27.31,40.5,44.18,53.32,29.64
11500,"Anniston-Oxford, AL Metropolitan Statistical Area",Anniston-Oxford,AL,85467,22191,2725,864,1722,112969,75.66,19.64,2.41,0.76,1.52,47.91,39.43,60.58,48.01,59.9,57.82,87598,21043,1753,887,968,112249,78.04,18.75,1.56,0.79,0.86,48.65,30.43,34.09,39.55,51.15,28.13,92154,21476,1282,814,308,116034,79.42,18.51,1.1,0.7,0.27,49.84,40.36,43.66,54.65,58.04,20.54,96643,20970,1329,453,366,119761,80.7,17.51,1.11,0.38,0.31,55.38,42.63,41.98,60.63,67.23,33.11
11540,"Appleton, WI Metropolitan Statistical Area",Appleton,WI,200249,1614,5723,5581,4847,218014,91.85,0.74,2.63,2.56,2.22,54.69,27.59,46.02,52.79,55.73,44.28,188706,1312,3642,4746,3196,201602,93.6,0.65,1.81,2.35,1.59,38.16,30.15,41.58,27.59,26.47,32.41,169303,220,1136,2035,2107,174801,96.85,0.13,0.65,1.16,1.21,48.89,29.23,51.14,42.04,40.45,41.2,156213,71,785,419,2178,159666,97.84,0.04,0.49,0.26,1.36,55.72,28.04,41.24,48.35,42.57,43.74
11700,"Asheville, NC Metropolitan Statistical Area",Asheville,NC,353891,20068,19519,3204,6282,402964,87.82,4.98,4.84,0.8,1.56,53.47,42.26,46.92,55.81,57.63,52.72,331713,19888,11639,2773,3158,369171,89.85,5.39,3.15,0.75,0.86,57.64,36.64,27.34,51.62,48.14,35.18,286222,17409,2345,1114,911,308001,92.93,5.65,0.76,0.36,0.3,63.93,23.95,33.66,57.82,58.05,33.13,161810,13987,1118,326,520,177761,91.03,7.87,0.63,0.18,0.29,65.86,18.88,31.13,52.4,61.76,28.13
12020,"Athens-Clarke County, GA Metropolitan Statistical Area",Athens-Clarke County,GA,130460,36552,12298,4536,2350,186196,70.07,19.63,6.6,2.44,1.26,40.04,47.44,45.73,33.61,59.8,61.25,118537,34385,7950,4184,1023,166079,71.37,20.7,4.79,2.52,0.62,43.72,49.12,40.42,33.7,54.27,56.75,103207,28402,1917,2246,253,136025,75.87,20.88,1.41,1.65,0.19,43.84,22.2,44.53,40.17,55.94,36.67,55138,17356,955,695,354,74498,74.01,23.3,1.28,0.93,0.48,52.04,20.4,21.2,39.35,61.39,29.75
12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",Atlanta-Sandy Springs-Marietta,GA,2830863,1627306,488950,220684,71191,5238994,54.03,31.06,9.33,4.21,1.36,59.65,49.87,47.9,55.23,63.43,45.22,2565490,1230191,270407,149753,32140,4247981,60.39,28.96,6.37,3.53,0.76,63.91,51.57,45.29,57.31,62.43,39.25,2182566,770039,58800,51051,6969,3069425,71.11,25.09,1.92,1.66,0.23,66.26,35.31,42.5,60.93,66.83,29.37,1493024,494409,23386,11403,7488,2029710,73.56,24.36,1.15,0.56,0.37,76.94,30.3,34.52,62.48,78.04,28.96
12100,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",Atlantic City-Hammonton,NJ,165480,43086,39322,17664,4464,270016,61.29,15.96,14.56,6.54,1.65,58.28,43.64,50.55,35.47,58.19,41.31,161486,44496,30729,13947,1894,252552,63.94,17.62,12.17,5.52,0.75,62.11,46.81,47.78,44.18,59.48,34.91,165233,37734,16117,4565,678,224327,73.66,16.82,7.18,2.03,0.3,66.09,47.08,38.98,50.27,64.31,37.8,151259,33635,7590,916,704,194104,77.93,17.33,3.91,0.47,0.36,72.1,53.77,27.63,65.31,71.83,55.42
12220,"Auburn-Opelika, AL Metropolitan Statistical Area",Auburn-Opelika,AL,93345,30545,2607,2665,1507,130669,71.44,23.38,2,2.04,1.15,33.77,39.93,35.64,46.8,45.45,40.37,84298,26251,1645,2140,758,115092,73.24,22.81,1.43,1.86,0.66,37.49,21.12,36.6,40.17,47.52,40.38,64527,20359,552,1565,143,87146,74.04,23.36,0.63,1.8,0.16,37.67,19.89,33.83,39.7,57.68,28.91,56510,18301,791,394,287,76283,74.08,23.99,1.04,0.52,0.38,49.4,25.2,43.71,31.45,68.6,49.1
12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",Augusta-Richmond County,GA,308475,188455,16008,8193,7510,528641,58.35,35.65,3.03,1.55,1.42,43.8,32.34,48.59,39.51,62.52,54.98,298203,176870,11986,8862,3763,499684,59.68,35.4,2.4,1.77,0.75,43.95,28.72,36.05,34.21,50.25,35.06,281417,142189,5766,5315,1076,435763,64.58,32.63,1.32,1.22,0.25,43.89,34.14,41.53,44.85,55.06,28.9,219384,98952,4910,2738,1388,327372,67.01,30.23,1.5,0.84,0.42,46.68,39.36,37.48,41.25,51.03,31.87
12420,"Austin-Round Rock-San Marcos, TX Metropolitan Statistical Area",Austin-Round Rock-San Marcos,TX,901647,118394,473818,69394,26140,1589393,56.73,7.45,29.81,4.37,1.64,52.1,43.39,42.82,33.9,55.21,58.31,758302,101518,327760,49599,12584,1249763,60.68,8.12,26.23,3.97,1.01,51.16,45.63,40.05,31.97,53.8,54.14,570876,76652,176863,18241,3595,846227,67.46,9.06,20.9,2.16,0.42,54.05,41.73,39.4,41.06,57.56,52.33,383947,49523,94367,4344,4507,536688,71.54,9.23,17.58,0.81,0.84,64.77,45.49,35.11,54.4,67.03,53.45
12540,"Bakersfield-Delano, CA Metropolitan Statistical Area",Bakersfield-Delano,CA,326391,45227,360187,29485,19663,780953,41.79,5.79,46.12,3.78,2.52,54.74,52.22,47.24,44.39,56.74,49.3,327190,40606,254036,25656,14157,661645,49.45,6.14,38.39,3.88,2.14,50.71,53.77,40.25,45.42,45.85,47.68,340892,28851,151995,14879,6860,543477,62.72,5.31,27.97,2.74,1.26,55.76,55.35,41.58,51.87,53.18,53.33,281559,20779,87066,6706,7466,403576,69.77,5.15,21.57,1.66,1.85,63.49,54.39,45.66,59.06,63.08,55.09
12580,"Baltimore-Towson, MD Metropolitan Statistical Area",Baltimore-Towson,MD,1676383,764370,87057,100139,42038,2669987,62.79,28.63,3.26,3.75,1.57,66.46,43.91,44.89,58.5,64.93,48.85,1692851,712002,51329,77932,18880,2552994,66.31,27.89,2.01,3.05,0.74,67.58,35.76,39.12,55.25,63.56,33.23,1690963,611974,30137,41715,7263,2382052,70.99,25.69,1.27,1.75,0.3,71.36,30.13,38.31,61.12,67.81,30.87,1568119,552753,21351,20705,9829,2172757,72.17,25.44,0.98,0.95,0.45,74.39,32.57,37.85,58.98,71.1,31.28
12620,"Bangor, ME Metropolitan Statistical Area",Bangor,ME,141632,988,1486,1674,2721,148501,95.37,0.67,1,1.13,1.83,59.22,40.9,61.19,76.64,69.22,66.61,139461,982,882,1336,2258,144919,96.23,0.68,0.61,0.92,1.56,32.82,25.91,36.51,19.72,22.84,25.37,143163,522,701,915,1300,146601,97.65,0.36,0.48,0.62,0.89,44.46,24.81,40.41,34.26,35.34,26.42,134668,276,414,352,1305,137015,98.29,0.2,0.3,0.26,0.95,54.07,28.64,38.9,44.81,42.26,34.22
12700,"Barnstable Town, MA Metropolitan Statistical Area",Barnstable Town,MA,207158,4364,3927,2097,5083,222629,93.05,1.96,1.76,0.94,2.28,50.87,39.23,41.94,48.27,60.37,54.84,207518,5092,3000,1882,4738,222230,93.38,2.29,1.35,0.85,2.13,35.08,23.09,18.94,18.89,29.66,20.03,177855,2724,2286,941,2693,186499,95.37,1.46,1.23,0.5,1.44,37.5,25.69,24.76,21.36,29.83,23.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12940,"Baton Rouge, LA Metropolitan Statistical Area",Baton Rouge,LA,457437,270830,19685,11970,6681,766603,59.67,35.33,2.57,1.56,0.87,59.31,40.91,54.96,58.14,68.33,51.46,438132,241769,11582,10324,4166,705973,62.06,34.25,1.64,1.46,0.59,60.07,30.3,52.09,54.16,66.22,40.02,407479,200716,8715,5629,1291,623830,65.32,32.17,1.4,0.9,0.21,59.58,25.88,52.67,54.42,69.64,39.81,344563,136302,8427,2526,2250,494068,69.74,27.59,1.71,0.51,0.46,68.17,23.92,41.45,54.88,70.08,35.62
12980,"Battle Creek, MI Metropolitan Statistical Area",Battle Creek,MI,111545,14460,5505,2178,3187,136875,81.49,10.56,4.02,1.59,2.33,61.58,43,58.25,46.59,75.98,69.21,113723,16161,4351,1823,1927,137985,82.42,11.71,3.15,1.32,1.4,60.22,34.05,41.52,40.08,67.68,49.15,117299,14258,2583,1044,798,135982,86.26,10.49,1.9,0.77,0.59,63.03,28.54,38.48,49.35,69.17,50.32,124353,13469,2433,525,777,141557,87.85,9.51,1.72,0.37,0.55,70.25,32.77,30.94,51.44,72.88,46.24
13020,"Bay City, MI Metropolitan Statistical Area",Bay City,MI,99154,1476,4539,683,1926,107778,92,1.37,4.21,0.63,1.79,51.52,31.51,44.46,40.24,60.88,59.3,102119,1810,4308,663,1257,110157,92.7,1.64,3.91,0.6,1.14,43.27,28.89,23.48,27.5,36.87,29.97,105909,1228,3494,402,690,111723,94.8,1.1,3.13,0.36,0.62,48.78,29.53,29.22,32.28,51.19,39.96,114647,1011,3162,273,788,119881,95.63,0.84,2.64,0.23,0.66,50.69,29.44,34.28,33.18,57.65,50.86
13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",Beaumont-Port Arthur,TX,230029,94523,39805,8087,4557,377001,61.02,25.07,10.56,2.15,1.21,69.86,54.11,59.35,49.12,61.69,53.24,246500,95973,30832,8729,3056,385090,64.01,24.92,8.01,2.27,0.79,69.55,50.2,53.68,48.68,57.57,36.29,255436,83962,15238,5469,1063,361168,70.72,23.25,4.22,1.51,0.29,70.71,37.13,59.75,54.97,65.42,42.19,277183,80926,12529,2956,1340,374934,73.93,21.58,3.34,0.79,0.36,75.52,35.05,54.97,62.29,73.32,45.9
13380,"Bellingham, WA Metropolitan Statistical Area",Bellingham,WA,162000,1878,12967,7172,8869,192886,83.99,0.97,6.72,3.72,4.6,35.98,20.94,28.45,49.02,33.41,32.69,143842,1716,8687,6224,6345,166814,86.23,1.03,5.21,3.73,3.8,20.73,21.51,22.12,28.29,12.29,29.64,117159,621,3713,2318,3905,127716,91.73,0.49,2.91,1.81,3.06,29.61,20.58,20.06,36.21,15.71,32.06,99845,319,2065,873,3599,106701,93.57,0.3,1.94,0.82,3.37,28.42,19.97,22.56,41.45,17.88,36.91
13460,"Bend, OR Metropolitan Statistical Area",Bend,OR,135982,563,9409,1832,4093,151879,89.53,0.37,6.2,1.21,2.69,49.75,26.02,37.05,47.95,56.63,38.23,107177,397,4304,1425,2064,115367,92.9,0.34,3.73,1.24,1.79,23.65,19.54,15.71,20.21,14.86,17.18,72303,78,1526,426,625,74958,96.46,0.1,2.04,0.57,0.83,28.84,12.43,20.12,32.1,27.7,16.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13644,"Bethesda-Rockville-Frederick, MD Metropolitan Division",Bethesda-Rockville-Frederick,MD,685379,173008,155075,134982,21913,1170357,58.56,14.78,13.25,11.53,1.87,47.87,48.39,40.32,33.21,38.26,36.83,691284,151326,105268,110330,10410,1068618,64.69,14.16,9.85,10.32,0.97,46.35,46.55,37.95,30.39,33.93,33.02,689717,98566,57888,62711,3119,912001,75.63,10.81,6.35,6.88,0.34,42.65,37.59,33.88,28.98,36.59,29.1,587910,57386,23848,23078,6485,698707,84.14,8.21,3.41,3.3,0.93,43.86,29.89,29.92,38.36,43.04,23.11
13740,"Billings, MT Metropolitan Statistical Area",Billings,MT,132048,1284,7333,1357,8155,150177,87.93,0.85,4.88,0.9,5.43,57.79,36.92,47.58,36.64,71.67,57.36,126886,906,4957,1156,4999,138904,91.35,0.65,3.57,0.83,3.6,29.17,29.39,15.49,16.58,24.75,28.19,113996,468,3248,621,3166,121499,93.82,0.39,2.67,0.51,2.61,44.85,33.35,16.38,22.18,41.21,36.99,102178,269,2891,356,2341,108035,94.58,0.25,2.68,0.33,2.17,35.93,37.82,23.68,23.7,32.85,38.48
13780,"Binghamton, NY Metropolitan Statistical Area",Binghamton,NY,220814,8289,5663,6634,4176,245576,89.92,3.38,2.31,2.7,1.7,57.12,47.66,58.68,37.62,51.35,51.63,231519,7867,4495,6585,1854,252320,91.76,3.12,1.78,2.61,0.73,48.54,35.74,47.8,20.91,39.41,32.35,252641,4430,2845,3945,636,264497,95.52,1.67,1.08,1.49,0.24,44.53,27.79,42.39,28.62,38.17,29.67,255694,3342,1815,1601,1008,263460,97.05,1.27,0.69,0.61,0.38,42.32,22.86,39.55,31.4,45.17,34.76
13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",Birmingham-Hoover,AL,742971,309904,35838,12576,10924,1112213,66.8,27.86,3.22,1.13,0.98,66.6,48.47,60.95,58.86,79.71,64.47,726196,291472,18567,9325,6678,1052238,69.01,27.7,1.76,0.89,0.63,68.86,44.5,46.6,62.3,72.72,45.88,694536,252482,4144,3977,1705,956844,72.59,26.39,0.43,0.42,0.18,70.26,28.81,48.7,65.3,76.28,39.09,663373,241607,5902,2037,1639,914558,72.53,26.42,0.65,0.22,0.18,72.23,33.06,45.41,48.18,71.25,46.86
13900,"Bismarck, ND Metropolitan Statistical Area",Bismarck,ND,95403,398,1339,584,5175,102899,92.72,0.39,1.3,0.57,5.03,47.56,30.19,53.75,47.64,52.36,67.76,89847,340,632,525,3375,94719,94.86,0.36,0.67,0.55,3.56,18.65,16.55,21.12,19.76,23.52,27.94,81087,78,435,261,1970,83831,96.73,0.09,0.52,0.31,2.35,34.56,22.15,28.55,26.1,32.68,25.9,78070,51,287,214,1366,79988,97.6,0.06,0.36,0.27,1.71,42.58,13.65,40.28,42.98,43.86,44.08
13980,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",Blacksburg-Christiansburg-Radford,VA,139871,7419,2719,5053,2212,157274,88.93,4.72,1.73,3.21,1.41,29.67,30.04,56.11,32.29,57.33,45.49,136911,7016,1946,4256,1143,151272,90.51,4.64,1.29,2.81,0.76,23.84,24.81,57.37,27.44,56.32,35.57,130174,6026,1179,3159,177,140715,92.51,4.28,0.84,2.24,0.13,24.92,33.89,59.8,38.07,60.57,31.16,33064,1843,182,63,77,35229,93.85,5.23,0.52,0.18,0.22,31.56,24.18,29.98,25.07,37.87,29.85
14020,"Bloomington, IN Metropolitan Statistical Area",Bloomington,IN,165922,4260,3501,5932,3326,182941,90.7,2.33,1.91,3.24,1.82,48.51,38.99,56.18,46.65,48.95,54.47,162120,4279,2667,4830,1610,175506,92.37,2.44,1.52,2.75,0.92,46.81,29.13,52.26,25.84,32.63,31.35,149081,2843,1568,2746,431,156669,95.16,1.81,1,1.75,0.28,47.92,27.18,54.54,27.67,28.23,33.87,92716,2538,1104,1103,1324,98785,93.86,2.57,1.12,1.12,1.34,44.93,28.41,42.58,20.85,20.89,22.72
14060,"Bloomington-Normal, IL Metropolitan Statistical Area",Bloomington-Normal,IL,139114,11126,5664,4897,2885,163686,84.99,6.8,3.46,2.99,1.76,40.63,34.82,51.4,37.45,54.63,57.14,132224,10091,3833,3498,787,150433,87.9,6.71,2.55,2.33,0.52,34.33,27.6,35.51,19.18,35.06,36.38,120156,5485,1671,1609,259,129180,93.01,4.25,1.29,1.25,0.2,36.88,27.95,37.81,19.06,37.63,40.3,112222,4689,1119,793,326,119149,94.19,3.94,0.94,0.67,0.27,42.71,29.51,37.01,27.4,35.15,43.44
14260,"Boise City-Nampa, ID Metropolitan Statistical Area",Boise City-Nampa,ID,483325,5114,66347,10233,15409,580428,83.27,0.88,11.43,1.76,2.65,45.81,36.11,38.75,55.62,58.78,54.32,402616,3257,41659,9534,7774,464840,86.61,0.7,8.96,2.05,1.67,24,39.02,19.2,49.88,16.49,48.39,292662,1124,19501,3898,2411,319596,91.57,0.35,6.1,1.22,0.75,31.58,41.1,19.24,55.31,27.84,46.39,239623,815,11977,2112,2265,256792,93.31,0.32,4.66,0.82,0.88,32.6,39.55,19.49,53.62,33.23,40.79
14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",Boston-Cambridge-Quincy,MA,3510342,291511,355963,265106,91012,4513934,77.77,6.46,7.89,5.87,2.02,66.84,60.66,47.2,54.45,63.61,59.16,3545277,279684,281605,220625,64153,4391344,80.73,6.37,6.41,5.02,1.46,65.96,62.5,46.05,48.37,57.6,53.84,3589695,215873,189833,117395,20232,4133028,86.85,5.22,4.59,2.84,0.49,68.48,59.33,45.53,49.69,62.41,49.84,3617733,168548,91290,41594,24572,3943737,91.73,4.27,2.31,1.05,0.62,74.57,57.22,47.79,54.26,71.69,56.68
14484,"Boston-Quincy, MA Metropolitan Division",Boston-Quincy,MA,1351024,212244,161519,112291,43371,1880449,71.85,11.29,8.59,5.97,2.31,71.01,62.65,51.16,50.29,67.98,60.65,1345378,205018,130558,95552,36431,1812937,74.21,11.31,7.2,5.27,2.01,71.45,64.8,51.99,44.95,64.73,55.9,1390609,165187,90799,53720,14344,1714659,81.1,9.63,5.3,3.13,0.84,73.74,62.45,52.23,46.43,70.19,52.38,1444169,136461,49088,22524,15256,1667498,86.61,8.18,2.94,1.35,0.91,79.78,61.83,58.7,52.59,78.67,60.25
14500,"Boulder, CO Metropolitan Statistical Area",Boulder,CO,236828,2489,38360,11030,6817,295524,80.14,0.84,12.98,3.73,2.31,44.79,40.52,35.01,53.58,48.04,52.15,225049,2884,28765,9917,3064,269679,83.45,1.07,10.67,3.68,1.14,22.47,38.38,25.01,39.97,16.72,44.88,186433,1754,14389,5033,1195,208804,89.29,0.84,6.89,2.41,0.57,29.43,31.2,28.13,41.24,18.04,41.36,159885,1602,9690,1912,1832,174921,91.4,0.92,5.54,1.09,1.05,37.13,31.5,23.45,46.09,23.04,37.33
14540,"Bowling Green, KY Metropolitan Statistical Area",Bowling Green,KY,99559,9537,4230,1676,1433,116435,85.51,8.19,3.63,1.44,1.23,44.24,52.06,53,37.07,42.98,61.7,90784,8361,2531,1595,895,104166,87.15,8.03,2.43,1.53,0.86,40.35,44.55,37.74,25.09,27.9,34.62,79423,6394,454,626,133,87030,91.26,7.35,0.52,0.72,0.15,43.66,21.44,38.81,46.06,54.7,29.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14740,"Bremerton-Silverdale, WA Metropolitan Statistical Area",Bremerton-Silverdale,WA,195312,6446,11590,11187,14290,238825,81.78,2.7,4.85,4.68,5.98,52.49,23,33.76,45.76,43.59,35.82,190751,8332,9609,15969,7308,231969,82.23,3.59,4.14,6.88,3.15,40.77,21.75,25.55,22.74,28.15,21.6,165313,4417,5849,7529,3113,186221,88.77,2.37,3.14,4.04,1.67,41.57,18.07,24.74,28.71,33.18,18.23,131586,2317,3555,3896,2668,144022,91.37,1.61,2.47,2.71,1.85,44.07,21.94,28.2,30.47,35.26,17.72
