metroid,metroname,m_w_a_09,m_b_a_09,m_h_a_09,m_a_a_09,m_o_a_09,m_t_a_09,m_pw_a_09,m_pb_a_09,m_ph_a_09,m_pa_a_09,m_po_a_09,m_dwb_a_09,m_dwh_a_09,m_dwa_a_09,m_dbw_a_09,m_dbh_a_09,m_dba_a_09,m_dhw_a_09,m_dhb_a_09,m_dha_a_09,m_daw_a_09,m_dab_a_09,m_dah_a_09,m_w_a_00,m_b_a_00,m_h_a_00,m_a_a_00,m_o_a_00,m_t_a_00,m_pw_a_00,m_pb_a_00,m_ph_a_00,m_pa_a_00,m_po_a_00,m_dwb_a_00,m_dwh_a_00,m_dwa_a_00,m_dbw_a_00,m_dbh_a_00,m_dba_a_00,m_dhw_a_00,m_dhb_a_00,m_dha_a_00,m_daw_a_00,m_dab_a_00,m_dah_a_00,m_w_a_90,m_b_a_90,m_h_a_90,m_a_a_90,m_o_a_90,m_t_a_90,m_pw_a_90,m_pb_a_90,m_ph_a_90,m_pa_a_90,m_po_a_90,m_dwb_a_90,m_dwh_a_90,m_dwa_a_90,m_dbw_a_90,m_dbh_a_90,m_dba_a_90,m_dhw_a_90,m_dhb_a_90,m_dha_a_90,m_daw_a_90,m_dab_a_90,m_dah_a_90,m_w_a_80,m_b_a_80,m_h_a_80,m_a_a_80,m_o_a_80,m_t_a_80,m_pw_a_80,m_pb_a_80,m_ph_a_80,m_pa_a_80,m_po_a_80,m_dwb_a_80,m_dwh_a_80,m_dwa_a_80,m_dbw_a_80,m_dbh_a_80,m_dba_a_80,m_dhw_a_80,m_dhb_a_80,m_dha_a_80,m_daw_a_80,m_dab_a_80,m_dah_a_80
"22,220","Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area","348,419","9,196","58,448","8,971","16,618","441,652",78.89,2.08,13.23,2.03,3.76,49.39,47.40,43.01,49.39,65.30,49.43,47.40,65.30,49.86,43.01,49.43,49.86,"298,272","4,712","28,867","6,079","9,115","347,045",85.95,1.36,8.32,1.75,2.63,51.86,45.69,40.76,51.86,64.72,41.19,45.69,64.72,41.84,40.76,41.19,41.84,"229,466","1,781","3,117","1,521","3,579","239,464",95.82,0.74,1.30,0.64,1.49,68.28,19.07,41.16,68.28,67.06,48.77,19.07,67.06,34.51,41.16,48.77,34.51,"172,770","1,520","1,484",722,"2,113","178,609",96.73,0.85,0.83,0.40,1.18,68.79,14.04,39.01,68.79,63.68,39.54,14.04,63.68,36.42,39.01,39.54,36.42
"22,380","Flagstaff, AZ Metropolitan Statistical Area","69,207","1,464","15,889","1,566","39,186","127,312",54.36,1.15,12.48,1.23,30.78,60.05,31.85,40.46,60.05,40.49,56.30,31.85,40.49,37.98,40.46,56.30,37.98,"66,969","1,456","12,727","1,348","33,820","116,320",57.57,1.25,10.94,1.16,29.07,33.65,33.81,21.53,33.65,19.80,28.84,33.81,19.80,29.18,21.53,28.84,29.18,"56,938","1,339","9,696",821,"27,797","96,591",58.95,1.39,10.04,0.85,28.78,37.70,31.84,28.37,37.70,25.08,39.31,31.84,25.08,37.20,28.37,39.31,37.20,,,,,,,,,,,,,,,,,,,,,,,
"22,420","Flint, MI Metropolitan Statistical Area","322,978","85,674","10,883","4,487","8,698","432,720",74.64,19.80,2.52,1.04,2.01,73.71,34.62,59.57,73.71,64.63,78.73,34.62,64.63,59.17,59.57,78.73,59.17,"323,136","92,179","10,152","4,482","6,192","436,141",74.09,21.14,2.33,1.03,1.42,76.60,26.96,35.09,76.60,64.06,76.52,26.96,64.06,41.76,35.09,76.52,41.76,"331,833","83,707","8,877","2,824","3,218","430,459",77.09,19.45,2.06,0.66,0.75,81.24,31.45,38.04,81.24,66.20,81.55,31.45,66.20,47.01,38.04,81.55,47.01,"359,214","78,200","7,649","1,863","3,523","450,449",79.75,17.36,1.70,0.41,0.78,84.53,36.34,38.81,84.53,63.90,83.43,36.34,63.90,48.90,38.81,83.43,48.90
"22,500","Florence, SC Metropolitan Statistical Area","111,229","81,285","3,010","1,502","1,898","198,924",55.92,40.86,1.51,0.76,0.95,36.91,37.50,60.72,36.91,46.36,67.71,37.50,46.36,65.19,60.72,67.71,65.19,"111,377","77,674","2,041","1,210",853,"193,155",57.66,40.21,1.06,0.63,0.44,39.34,23.89,37.65,39.34,33.55,57.10,23.89,33.55,43.34,37.65,57.10,43.34,"106,046","68,843",719,345,242,"176,195",60.19,39.07,0.41,0.20,0.14,44.66,22.01,43.27,44.66,38.71,67.72,22.01,38.71,44.08,43.27,67.72,44.08,"68,176","40,793",864,137,193,"110,163",61.89,37.03,0.78,0.12,0.18,51.98,39.83,36.86,51.98,22.54,66.09,39.83,22.54,53.90,36.86,66.09,53.90
"22,520","Florence-Muscle Shoals, AL Metropolitan Statistical Area","120,628","17,797","2,285",628,"1,758","143,096",84.30,12.44,1.60,0.44,1.23,42.63,35.83,55.65,42.63,49.68,57.16,35.83,49.68,61.29,55.65,57.16,61.29,"121,710","18,047","1,512",567,"1,114","142,950",85.14,12.62,1.06,0.40,0.78,42.88,23.38,37.38,42.88,35.51,50.44,23.38,35.51,35.76,37.38,50.44,35.76,"114,011","16,222",500,286,308,"131,327",86.81,12.35,0.38,0.22,0.23,43.51,19.61,36.96,43.51,45.93,51.47,19.61,45.93,29.42,36.96,51.47,29.42,"117,011","16,824",800,201,229,"135,065",86.63,12.46,0.59,0.15,0.17,47.33,17.68,37.19,47.33,39.60,63.82,17.68,39.60,43.68,37.19,63.82,43.68
"22,540","Fond du Lac, WI Metropolitan Statistical Area","92,580","1,030","3,331",762,"1,633","99,336",93.20,1.04,3.35,0.77,1.64,52.13,29.87,52.14,52.13,40.84,45.37,29.87,40.84,49.08,52.14,45.37,49.08,"92,528","1,037","1,987","1,031",713,"97,296",95.10,1.07,2.04,1.06,0.73,46.67,22.70,35.92,46.67,39.99,39.40,22.70,39.99,18.33,35.92,39.40,18.33,"88,157",251,937,435,303,"90,083",97.86,0.28,1.04,0.48,0.34,43.73,26.60,34.52,43.73,44.73,42.29,26.60,44.73,28.43,34.52,42.29,28.43,"87,697",124,752,132,259,"88,964",98.58,0.14,0.85,0.15,0.29,55.75,25.92,34.61,55.75,58.94,58.21,25.92,58.94,42.49,34.61,58.21,42.49
"22,660","Fort Collins-Loveland, CO Metropolitan Statistical Area","244,722","2,048","28,282","5,218","6,708","286,978",85.28,0.71,9.86,1.82,2.34,47.59,27.68,38.45,47.59,46.17,51.03,27.68,46.17,49.34,38.45,51.03,49.34,"220,159","2,179","20,811","5,166","3,179","251,494",87.54,0.87,8.27,2.05,1.26,26.61,20.14,28.16,26.61,28.52,16.74,20.14,28.52,34.87,28.16,16.74,34.87,"169,213","1,043","12,227","2,679",974,"186,136",90.91,0.56,6.57,1.44,0.52,36.02,21.78,33.75,36.02,36.97,20.07,21.78,36.97,42.13,33.75,20.07,42.13,"137,352",603,"8,750","1,240","1,239","149,184",92.07,0.40,5.87,0.83,0.83,33.70,25.29,26.29,33.70,41.98,19.74,25.29,41.98,38.34,26.29,19.74,38.34
"22,744","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division","848,538","427,207","407,659","54,049","27,323","1,764,776",48.08,24.21,23.10,3.06,1.55,59.48,32.94,39.17,59.48,50.87,57.98,32.94,50.87,30.81,39.17,57.98,30.81,"946,861","349,766","272,140","42,985","17,358","1,629,110",58.12,21.47,16.70,2.64,1.07,61.46,31.03,27.31,61.46,52.27,54.60,31.03,52.27,20.84,27.31,54.60,20.84,"946,264","186,795","108,843","16,468","3,647","1,262,017",74.98,14.80,8.62,1.30,0.29,68.96,25.91,22.88,68.96,61.01,65.12,25.91,61.01,20.06,22.88,65.12,20.06,"858,280","111,234","40,293","4,712","3,491","1,018,010",84.31,10.93,3.96,0.46,0.34,83.76,26.22,25.61,83.76,74.65,80.56,26.22,74.65,26.00,25.61,80.56,26.00
"22,900","Fort Smith, AR-OK Metropolitan Statistical Area","224,006","10,813","21,216","5,990","26,443","288,468",77.65,3.75,7.35,2.08,9.17,57.44,49.34,58.51,57.44,34.51,43.13,49.34,34.51,40.02,58.51,43.13,40.02,"221,255","10,354","12,405","5,660","23,496","273,170",81.00,3.79,4.54,2.07,8.60,51.55,46.43,52.84,51.55,27.16,36.41,46.43,27.16,33.14,52.84,36.41,33.14,"205,543","7,883","2,718","3,776","14,158","234,078",87.81,3.37,1.16,1.61,6.05,57.68,16.95,58.97,57.68,47.88,43.51,16.95,47.88,46.96,58.97,43.51,46.96,"183,611","7,087","1,669","1,372","9,772","203,511",90.22,3.48,0.82,0.67,4.80,59.20,16.61,47.17,59.20,52.58,58.32,16.61,52.58,39.16,47.17,58.32,39.16
"23,060","Fort Wayne, IN Metropolitan Statistical Area","332,131","41,174","21,536","7,197","6,832","408,870",81.23,10.07,5.27,1.76,1.67,65.39,52.44,51.67,65.39,37.25,65.11,52.44,37.25,55.84,51.67,65.11,55.84,"326,656","39,771","14,550","5,798","3,381","390,156",83.72,10.19,3.73,1.49,0.87,68.70,46.40,37.18,68.70,41.02,62.01,46.40,41.02,43.76,37.18,62.01,43.76,"314,221","30,083","6,209","2,620","1,302","354,435",88.65,8.49,1.75,0.74,0.37,73.09,38.18,36.13,73.09,51.14,64.12,38.18,51.14,38.79,36.13,64.12,38.79,"285,762","26,135","4,954","1,266","1,619","319,736",89.37,8.17,1.55,0.40,0.51,74.97,38.74,39.39,74.97,51.60,69.37,38.74,51.60,48.06,39.39,69.37,48.06
"23,104","Fort Worth-Arlington, TX Metropolitan Division","1,189,092","245,081","474,290","74,875","37,621","2,020,959",58.84,12.13,23.47,3.70,1.86,57.10,46.89,47.90,57.10,46.45,47.06,46.89,46.45,51.93,47.90,47.06,51.93,"1,121,684","194,501","312,124","62,099","19,910","1,710,318",65.58,11.37,18.25,3.63,1.16,59.55,47.66,41.38,59.55,49.21,49.40,47.66,49.21,49.45,41.38,49.40,49.45,"1,035,996","141,708","152,696","29,371","6,961","1,366,732",75.80,10.37,11.17,2.15,0.51,62.19,44.65,41.05,62.19,54.61,60.96,44.65,54.61,52.13,41.05,60.96,52.13,"810,034","102,989","73,074","6,498","7,118","999,713",81.03,10.30,7.31,0.65,0.71,78.14,47.61,36.16,78.14,68.93,80.08,47.61,68.93,56.58,36.16,80.08,56.58
"23,420","Fresno, CA Metropolitan Statistical Area","317,043","45,341","428,139","79,753","20,474","890,750",35.59,5.09,48.07,8.95,2.30,52.07,46.74,36.70,52.07,46.31,41.19,46.74,46.31,42.25,36.70,41.19,42.25,"317,522","43,452","351,636","70,888","15,909","799,407",39.72,5.44,43.99,8.87,1.99,51.70,46.89,36.11,51.70,43.80,35.62,46.89,43.80,38.66,36.11,35.62,38.66,"338,595","31,311","236,634","54,110","6,840","667,490",50.73,4.69,35.45,8.11,1.02,52.46,47.82,43.52,52.46,49.43,44.96,47.82,49.43,42.53,43.52,44.96,42.53,"316,895","24,557","150,790","13,548","8,831","514,621",61.58,4.77,29.30,2.63,1.72,62.68,46.47,25.68,62.68,56.35,62.36,46.47,56.35,40.72,25.68,62.36,40.72
"23,460","Gadsden, AL Metropolitan Statistical Area","83,206","15,162","3,021",569,"1,192","103,150",80.67,14.70,2.93,0.55,1.16,70.20,53.37,56.05,70.20,53.86,72.04,53.37,53.86,68.90,56.05,72.04,68.90,"84,919","15,376","1,763",576,825,"103,459",82.08,14.86,1.70,0.56,0.80,69.27,39.85,45.44,69.27,42.77,56.11,39.85,42.77,43.34,45.44,56.11,43.34,"85,078","13,782",331,401,248,"99,840",85.21,13.80,0.33,0.40,0.25,69.85,30.79,59.30,69.85,58.78,65.72,30.79,58.78,55.12,59.30,65.72,55.12,"88,441","13,719",523,149,225,"103,057",85.82,13.31,0.51,0.14,0.22,69.65,27.51,43.10,69.65,53.74,63.31,27.51,53.74,44.48,43.10,63.31,44.48
"23,540","Gainesville, FL Metropolitan Statistical Area","174,094","47,492","18,015","11,026","5,134","255,761",68.07,18.57,7.04,4.31,2.01,41.56,24.70,38.05,41.56,42.92,61.59,24.70,42.92,36.79,38.05,61.59,36.79,"164,629","44,009","12,897","8,708","2,149","232,392",70.84,18.94,5.55,3.75,0.92,41.11,22.59,34.16,41.11,45.24,61.78,22.59,45.24,20.20,34.16,61.78,20.20,"144,346","34,927","6,929","4,483",578,"191,263",75.47,18.26,3.62,2.34,0.30,39.19,22.18,38.16,39.19,53.08,65.80,22.18,53.08,26.76,38.16,65.80,26.76,"115,429","28,518","4,907","1,554",940,"151,348",76.27,18.84,3.24,1.03,0.62,48.62,22.74,31.22,48.62,60.30,72.64,22.74,60.30,22.27,31.22,72.64,22.27
"23,580","Gainesville, GA Metropolitan Statistical Area","115,371","11,492","45,961","3,055","1,806","177,685",64.93,6.47,25.87,1.72,1.02,45.75,51.29,38.73,45.75,30.67,46.33,51.29,30.67,40.50,38.73,46.33,40.50,"98,942","10,191","27,242","2,038",864,"139,277",71.04,7.32,19.56,1.46,0.62,52.48,49.17,40.87,52.48,40.23,40.47,49.17,40.23,22.16,40.87,40.47,22.16,"81,860","8,173","4,558",609,228,"95,428",85.78,8.56,4.78,0.64,0.24,59.98,49.22,35.52,59.98,55.81,53.55,49.22,55.81,26.04,35.52,53.55,26.04,,,,,,,,,,,,,,,,,,,,,,,
"23,844","Gary, IN Metropolitan Division","467,058","130,232","83,961","7,791","8,405","697,447",66.97,18.67,12.04,1.12,1.21,79.58,46.63,45.99,79.58,66.84,84.30,46.63,66.84,61.15,45.99,84.30,61.15,"471,679","125,254","67,362","6,658","5,018","675,971",69.78,18.53,9.97,0.98,0.74,84.60,48.47,33.01,84.60,70.60,81.47,48.47,70.60,54.61,33.01,81.47,54.61,"473,275","115,901","48,873","3,612","1,341","643,002",73.60,18.02,7.60,0.56,0.21,90.19,51.87,35.70,90.19,73.64,87.75,51.87,73.64,59.11,35.70,87.75,59.11,"465,732","125,340","46,618","2,475","2,506","642,671",72.47,19.50,7.25,0.39,0.39,90.79,55.98,29.60,90.79,69.37,85.51,55.98,69.37,58.63,29.60,85.51,58.63
"24,020","Glens Falls, NY Metropolitan Statistical Area","121,065","2,313","2,514",854,"1,483","128,229",94.41,1.80,1.96,0.67,1.16,71.27,44.37,49.98,71.27,49.94,80.02,44.37,49.94,59.40,49.98,80.02,59.40,"118,654","2,310","1,895",705,781,"124,345",95.42,1.86,1.52,0.57,0.63,62.43,39.61,21.72,62.43,24.11,62.44,39.61,24.11,43.60,21.72,62.44,43.60,"114,156","2,011","1,789",376,207,"118,539",96.30,1.70,1.51,0.32,0.17,75.15,51.48,28.46,75.15,26.56,77.82,51.48,26.56,58.52,28.46,77.82,58.52,"107,150","1,130",969,196,204,"109,649",97.72,1.03,0.88,0.18,0.19,76.68,40.14,34.14,76.68,41.66,78.32,40.14,41.66,54.83,34.14,78.32,54.83
"24,140","Goldsboro, NC Metropolitan Statistical Area","66,067","36,735","7,774",882,"1,832","113,290",58.32,32.43,6.86,0.78,1.62,41.42,37.97,46.31,41.42,49.17,49.98,37.97,49.17,61.53,46.31,49.98,61.53,"67,756","37,815","5,604","1,376",778,"113,329",59.79,33.37,4.94,1.21,0.69,40.04,31.16,31.46,40.04,42.82,40.80,31.16,42.82,42.34,31.46,40.80,42.34,"68,529","33,683","1,356",815,283,"104,666",65.47,32.18,1.30,0.78,0.27,38.55,24.72,38.42,38.55,40.98,45.17,24.72,40.98,27.80,38.42,45.17,27.80,"63,958","31,318","1,006",388,384,"97,054",65.90,32.27,1.04,0.40,0.40,37.29,25.29,36.86,37.29,33.76,52.59,25.29,33.76,25.80,36.86,52.59,25.80
"24,220","Grand Forks, ND-MN Metropolitan Statistical Area","88,049","1,250","3,617",803,"3,547","97,266",90.52,1.29,3.72,0.83,3.65,50.52,41.85,47.79,50.52,50.47,54.10,41.85,50.47,53.16,47.79,54.10,53.16,"89,795","1,247","2,861","1,066","2,509","97,478",92.12,1.28,2.94,1.09,2.57,40.96,38.49,32.38,40.96,44.62,27.54,38.49,44.62,44.58,32.38,27.54,44.58,"96,952","1,466","2,199",938,"1,626","103,181",93.96,1.42,2.13,0.91,1.58,58.10,37.47,42.13,58.10,55.48,43.21,37.47,55.48,50.80,42.13,43.21,50.80,"96,393","1,181","1,513",554,"1,303","100,944",95.49,1.17,1.50,0.55,1.29,62.46,29.73,35.75,62.46,47.95,41.75,29.73,47.95,34.15,35.75,41.75,34.15
"24,300","Grand Junction, CO Metropolitan Statistical Area","116,441",828,"16,450",845,"3,315","137,879",84.45,0.60,11.93,0.61,2.40,60.19,24.72,46.41,60.19,61.48,62.35,24.72,61.48,54.65,46.41,62.35,54.65,"101,110",687,"11,651","1,023","1,784","116,255",86.97,0.59,10.02,0.88,1.53,25.52,22.39,13.86,25.52,17.79,31.39,22.39,17.79,29.15,13.86,31.39,29.15,"84,035",368,"7,563",571,608,"93,145",90.22,0.40,8.12,0.61,0.65,34.64,20.39,23.84,34.64,27.91,24.61,20.39,27.91,27.88,23.84,24.61,27.88,"74,621",201,"5,743",316,649,"81,530",91.53,0.25,7.04,0.39,0.80,34.15,22.70,23.30,34.15,30.09,23.27,22.70,30.09,23.02,23.30,23.27,23.02
"24,340","Grand Rapids-Wyoming, MI Metropolitan Statistical Area","627,421","57,122","60,529","13,373","14,982","773,427",81.12,7.39,7.83,1.73,1.94,66.73,56.93,51.54,66.73,51.70,59.73,56.93,51.70,58.48,51.54,59.73,58.48,"616,214","58,305","44,570","13,076","8,317","740,482",83.22,7.87,6.02,1.77,1.12,64.51,52.69,40.53,64.51,52.10,52.25,52.69,52.10,49.40,40.53,52.25,49.40,"576,375","42,954","17,349","5,586","3,650","645,914",89.23,6.65,2.69,0.86,0.57,72.72,42.44,34.32,72.72,60.07,60.80,42.44,60.07,41.21,34.32,60.80,41.21,"493,310","32,744","10,068","2,460","3,520","542,102",91.00,6.04,1.86,0.45,0.65,75.96,42.55,31.57,75.96,63.57,65.10,42.55,63.57,42.22,31.57,65.10,42.22
"24,500","Great Falls, MT Metropolitan Statistical Area","71,970","1,209","2,686",403,"5,644","81,912",87.86,1.48,3.28,0.49,6.89,72.74,35.05,65.99,72.74,49.33,73.95,35.05,49.33,59.39,65.99,73.95,59.39,"71,880","1,151","1,949","1,065","4,312","80,357",89.45,1.43,2.43,1.33,5.37,37.47,27.04,21.57,37.47,18.67,21.96,27.04,18.67,15.21,21.57,21.96,15.21,"71,569","1,018","1,398",751,"2,955","77,691",92.12,1.31,1.80,0.97,3.80,45.64,28.19,32.66,45.64,32.04,22.56,28.19,32.04,22.33,32.66,22.56,22.33,"75,241",941,"1,336",438,"2,740","80,696",93.24,1.17,1.66,0.54,3.40,56.74,28.31,30.97,56.74,32.75,37.48,28.31,32.75,14.03,30.97,37.48,14.03
"24,540","Greeley, CO Metropolitan Statistical Area","166,542","1,268","66,073","2,998","4,340","241,221",69.04,0.53,27.39,1.24,1.80,55.71,36.51,33.95,55.71,58.76,62.04,36.51,58.76,48.93,33.95,62.04,48.93,"126,573","1,111","48,935","2,256","2,061","180,936",69.95,0.61,27.05,1.25,1.14,31.26,33.86,23.75,31.26,34.51,20.20,33.86,34.51,38.15,23.75,20.20,38.15,"101,977",509,"27,502","1,063",770,"131,821",77.36,0.39,20.86,0.81,0.58,33.78,32.26,22.52,33.78,43.52,26.04,32.26,43.52,35.97,22.52,26.04,35.97,"100,111",568,"21,017",744,998,"123,438",81.10,0.46,17.03,0.60,0.81,42.36,29.28,27.84,42.36,51.12,44.19,29.28,51.12,37.70,27.84,44.19,37.70
"24,580","Green Bay, WI Metropolitan Statistical Area","265,330","4,330","15,304","6,229","9,364","300,557",88.28,1.44,5.09,2.07,3.12,54.36,53.43,43.17,54.36,51.77,53.24,53.43,51.77,46.07,43.17,53.24,46.07,"257,772","3,485","9,091","5,651","6,600","282,599",91.21,1.23,3.22,2.00,2.34,44.74,53.79,46.08,44.74,38.25,30.55,53.79,38.25,29.58,46.08,30.55,29.58,"234,454","1,034","1,686","2,547","3,977","243,698",96.21,0.42,0.69,1.05,1.63,48.84,33.51,56.34,48.84,43.83,53.13,33.51,43.83,32.14,56.34,53.13,32.14,"170,605",497,906,558,"2,714","175,280",97.33,0.28,0.52,0.32,1.55,54.07,26.84,30.96,54.07,52.20,53.85,26.84,52.20,30.68,30.96,53.85,30.68
"24,660","Greensboro-High Point, NC Metropolitan Statistical Area","452,484","169,929","46,170","17,263","9,645","695,491",65.06,24.43,6.64,2.48,1.39,52.58,43.33,54.94,52.58,42.66,52.03,43.33,42.66,51.06,54.94,52.03,51.06,"447,120","150,446","27,456","12,959","5,449","643,430",69.49,23.38,4.27,2.01,0.85,53.59,44.39,46.70,53.59,43.30,50.21,44.39,43.30,44.98,46.70,50.21,44.98,"414,153","115,124","4,241","4,164","2,348","540,030",76.69,21.32,0.79,0.77,0.43,54.29,24.32,43.32,54.29,47.51,58.97,24.32,47.51,33.99,43.32,58.97,33.99,"383,877","101,388","3,531","1,267","2,245","492,308",77.97,20.59,0.72,0.26,0.46,58.50,26.71,42.96,58.50,44.98,67.35,26.71,44.98,45.66,42.96,67.35,45.66
"24,780","Greenville, NC Metropolitan Statistical Area","99,989","59,010","9,108","1,853","2,373","172,333",58.02,34.24,5.29,1.08,1.38,31.40,42.02,34.46,31.40,30.47,54.97,42.02,30.47,69.40,34.46,54.97,69.40,"91,121","53,206","5,727","1,768",950,"152,772",59.65,34.83,3.75,1.16,0.62,31.05,33.55,32.59,31.05,28.90,52.01,33.55,28.90,58.69,32.59,52.01,58.69,"78,907","42,318","1,146",695,242,"123,308",63.99,34.32,0.93,0.56,0.20,37.28,22.01,41.54,37.28,29.48,68.49,22.01,29.48,54.29,41.54,68.49,54.29,,,,,,,,,,,,,,,,,,,,,,,
"24,860","Greenville-Mauldin-Easley, SC Metropolitan Statistical Area","458,441","102,776","36,296","10,500","8,049","616,062",74.41,16.68,5.89,1.70,1.31,44.03,40.35,48.15,44.03,42.36,66.11,40.35,42.36,57.20,48.15,66.11,57.20,"434,982","96,409","17,514","7,686","3,349","559,940",77.68,17.22,3.13,1.37,0.60,45.86,37.09,42.44,45.86,45.08,61.18,37.09,45.08,44.94,42.44,61.18,44.94,"384,055","80,627","3,810","2,929",732,"472,153",81.34,17.08,0.81,0.62,0.16,50.61,25.89,45.90,50.61,50.32,65.32,25.89,50.32,39.19,45.90,65.32,39.19,"306,339","56,245","2,702","1,092",827,"367,205",83.42,15.32,0.74,0.30,0.23,55.82,24.03,39.54,55.82,47.49,63.28,24.03,47.49,41.42,39.54,63.28,41.42
"25,060","Gulfport-Biloxi, MS Metropolitan Statistical Area","171,409","47,176","8,219","5,850","5,116","237,770",72.09,19.84,3.46,2.46,2.15,41.52,33.03,46.38,41.52,37.16,56.56,33.03,37.16,43.20,46.38,56.56,43.20,"185,045","46,272","5,855","6,386","2,632","246,190",75.16,18.80,2.38,2.59,1.07,45.06,24.21,38.85,45.06,39.04,43.43,24.21,39.04,32.33,38.85,43.43,32.33,"162,121","37,173","3,542","4,369",655,"207,860",78.00,17.88,1.70,2.10,0.32,44.40,22.42,49.57,44.40,45.40,50.41,22.42,45.40,47.70,49.57,50.41,47.70,"150,897","34,684","3,540","1,802",881,"191,804",78.67,18.08,1.85,0.94,0.46,49.27,21.25,41.27,49.27,50.33,54.21,21.25,50.33,33.91,41.27,54.21,33.91
"25,180","Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area","226,167","18,865","6,998","2,647","4,842","259,519",87.15,7.27,2.70,1.02,1.87,47.76,29.76,43.12,47.76,45.10,52.76,29.76,45.10,44.30,43.12,52.76,44.30,"201,847","14,820","2,850","1,893","1,361","222,771",90.61,6.65,1.28,0.85,0.61,53.48,21.85,27.90,53.48,42.33,52.59,21.85,42.33,26.55,27.90,52.59,26.55,"180,543","9,406","1,354","1,066",405,"192,774",93.66,4.88,0.70,0.55,0.21,61.51,27.78,35.37,61.51,45.43,48.68,27.78,45.43,27.36,35.37,48.68,27.36,"107,067","4,718",665,393,243,"113,086",94.68,4.17,0.59,0.35,0.21,72.91,24.04,29.93,72.91,62.35,65.94,24.04,62.35,20.78,29.93,65.94,20.78
"25,260","Hanford-Corcoran, CA Metropolitan Statistical Area","55,815","11,360","70,992","4,838","3,691","146,696",38.05,7.74,48.39,3.30,2.52,31.20,38.59,27.65,31.20,39.09,40.04,38.59,39.09,48.46,27.65,40.04,48.46,"53,817","10,952","56,461","5,047","3,184","129,461",41.57,8.46,43.61,3.90,2.46,44.10,36.65,33.62,44.10,28.47,49.65,36.65,28.47,51.43,33.62,49.65,51.43,"54,426","7,747","34,551","3,408","1,337","101,469",53.64,7.63,34.05,3.36,1.32,46.80,37.97,35.39,46.80,28.56,51.71,37.97,28.56,52.96,35.39,51.71,52.96,"47,211","3,504","19,827","1,976","1,220","73,738",64.03,4.75,26.89,2.68,1.65,45.26,38.05,35.73,45.26,43.09,49.88,38.05,43.09,59.14,35.73,49.88,59.14
"25,420","Harrisburg-Carlisle, PA Metropolitan Statistical Area","439,599","50,205","19,973","11,943","7,586","529,306",83.05,9.49,3.77,2.26,1.43,68.98,50.62,43.13,68.98,32.29,58.18,50.62,32.29,52.22,43.13,58.18,52.22,"433,044","50,014","13,588","9,816","2,612","509,074",85.07,9.82,2.67,1.93,0.51,69.54,52.28,35.12,69.54,30.55,54.34,52.28,30.55,43.07,35.12,54.34,43.07,"422,584","37,917","7,573","5,225",943,"474,242",89.11,8.00,1.60,1.10,0.20,74.28,53.64,33.99,74.28,35.88,59.88,53.64,35.88,44.76,33.99,59.88,44.76,"404,501","33,421","4,590","2,668","1,396","446,576",90.58,7.48,1.03,0.60,0.31,73.90,47.98,34.83,73.90,40.77,66.67,47.98,40.77,50.37,34.83,66.67,50.37
"25,500","Harrisonburg, VA Metropolitan Statistical Area","100,562","4,014","9,530","2,264","1,183","117,553",85.55,3.41,8.11,1.93,1.01,45.52,45.25,51.11,45.52,39.34,46.04,45.25,39.34,37.79,51.11,46.04,37.79,"96,354","3,537","5,801","1,907",594,"108,193",89.06,3.27,5.36,1.76,0.55,40.78,40.51,52.22,40.78,24.21,29.88,40.51,24.21,39.55,52.22,29.88,39.55,"83,572","2,869","1,027",596,125,"88,189",94.76,3.25,1.16,0.68,0.14,45.13,28.33,44.48,45.13,39.63,32.34,28.33,39.63,32.95,44.48,32.34,32.95,"74,139","1,651",549,261,109,"76,709",96.65,2.15,0.72,0.34,0.14,48.65,17.77,39.80,48.65,45.95,54.41,17.77,45.95,44.08,39.80,54.41,44.08
"25,540","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area","881,132","117,266","130,827","38,956","18,758","1,186,939",74.24,9.88,11.02,3.28,1.58,66.28,58.98,42.99,66.28,45.50,62.66,58.98,45.50,60.47,42.99,62.66,60.47,"888,790","113,126","107,490","29,952","9,260","1,148,618",77.38,9.85,9.36,2.61,0.81,65.00,63.36,32.10,65.00,43.51,55.61,63.36,43.51,54.94,32.10,55.61,54.94,"936,940","90,263","76,672","16,846","2,957","1,123,678",83.38,8.03,6.82,1.50,0.26,69.25,66.34,31.98,69.25,48.36,60.64,66.34,48.36,57.96,31.98,60.64,57.96,"924,629","71,614","44,191","5,746","5,426","1,051,606",87.93,6.81,4.20,0.55,0.52,71.35,67.14,33.04,71.35,51.83,65.07,67.14,51.83,63.12,33.04,65.07,63.12
